,eco,opening,white,black,white_elo,black_elo,result,time_control,termination,date,moves,num_moves
1309,D02,,Rataraato,SuoknuutiMax,532,547,0-1,180,SuoknuutiMax won on time,2025.09.03,"['Nf3', 'd5', 'd4', 'Nc6', 'Bf4', 'Bg4', 'e3', 'Nf6', 'Nbd2', 'Ne4', 'Bd3', 'Qd7', 'Nxe4', 'dxe4', 'Bxe4', 'O-O-O', 'O-O', 'f5', 'Bd3', 'e6', 'h3', 'Bxf3', 'Qxf3', 'Bd6', 'c4', 'Bxf4', 'Qxf4', 'Qd6', 'Qg5', 'Qe7', 'Qg3', 'e5', 'd5', 'e4', 'Bc2', 'Nb4', 'Bb3', 'Nd3', 'Rab1', 'Rd6', 'Bc2', 'g6', 'Rfd1', 'Re8', 'Bxd3', 'exd3', 'Rxd3', 'Qe5', 'Qxe5', 'Rxe5', 'b3', 'c6', 'Rbd1', 'cxd5', 'Rxd5', 'Rexd5', 'Rxd5', 'Ra6', 'a4', 'Kc7', 'Rd1', 'Rb6', 'Rb1', 'Rb4', 'Kh2', 'Kc6', 'Kg3', 'Kd6', 'Kh4', 'Ke5', 'g4', 'fxg4', 'hxg4', 'Kf6', 'f4', 'Rb6', 'g5+', 'Kf5', 'Kg3', 'Re6', 'Kf3', 'Rd6', 'c5', 'Rd3', 'b4', 'Ra3', 'a5', 'h5', 'Kg3', 'Rxe3+', 'Kh4', 'Re4', 'Rf1', 'Rxb4']",94
1310,B01,,SuoknuutiMax,justpassingthetime2,555,510,1-0,180,SuoknuutiMax won - game abandoned,2025.09.03,"['e4', 'd5', 'Nf3', 'dxe4', 'Ne5', 'f6', 'Qh5+', 'g6', 'Nxg6', 'Qd6', 'Nxh8+', 'Kd7', 'Qxh7', 'Kc6', 'Qxg8', 'Bh6', 'Nc3', 'Bf5', 'd3', 'exd3', 'cxd3', 'Bxd3', 'Bxd3', 'Qxd3', 'Nf7', 'Bxc1', 'Rxc1', 'Kb6', 'Nd8', 'Nc6', 'Rd1', 'Qc2', 'Qc4', 'Qxb2', 'Qb3+', 'Qxb3', 'axb3', 'Nb4', 'O-O', 'Nc6', 'Nxc6', 'Kxc6', 'Rfe1', 'e5', 'Ne4', 'f5', 'Nf6', 'e4', 'Rd5', 'f4', 'Rxe4', 'Rf8', 'Rxf4', 'Re8', 'Nxe8', 'Kxd5', 'Rf7', 'c6', 'Rxb7', 'c5', 'Rxa7', 'Kd4', 'Ra5', 'c4', 'bxc4', 'Kxc4', 'Rg5', 'Kb4', 'h4', 'Kc4', 'Nd6+', 'Kd4', 'Ne4', 'Kxe4', 'h5', 'Kf4', 'Rg3', 'Kf5', 'h6', 'Kf6', 'h7', 'Kf5', 'h8=Q', 'Ke4', 'Rf3', 'Kd5', 'g4', 'Ke4', 'Kg2', 'Kd5', 'g5', 'Ke6', 'g6', 'Ke7', 'g7', 'Ke6', 'g8=Q+', 'Kd6', 'Rg3', 'Kc5', 'f4']",101
1311,C46,,SuoknuutiMax,maximaan,607,1125,1/2-1/2,1/259200,Game drawn by agreement,2025.08.28,"['Nf3', 'Nc6', 'Nc3', 'e5', 'e4', 'a6', 'd4', 'exd4', 'Nxd4', 'Bb4', 'Bd2', 'Nxd4', 'Nd5', 'Bxd2+', 'Qxd2']",15
1312,B01,,SuoknuutiMax,banana42ok,548,591,0-1,180,banana42ok won by resignation,2025.09.03,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe5+', 'Be2', 'Qg5', 'Bf3', 'Qe5+', 'Qe2', 'Qxe2+', 'Ngxe2', 'e6', 'O-O', 'Bb4', 'Nb5', 'Na6', 'a3', 'Be7', 'Re1', 'c6', 'Nbc3', 'Nf6', 'h3', 'Nd5', 'Nxd5', 'cxd5', 'd4', 'Bd7', 'Nf4', 'Bg5', 'g3', 'Bxf4', 'gxf4', 'Nc7', 'b4', 'O-O', 'Bb2', 'Ne8', 'Bg4', 'Nc7', 'Re3', 'Nb5', 'Rf1', 'Nd6', 'Rg3', 'Ne4', 'Rf3', 'Nd2', 'f5', 'Nxf3+', 'Bxf3', 'exf5', 'Bxd5', 'Rab8', 'Re1', 'Rbd8', 'Kh2', 'b6', 'Bb7', 'Rde8', 'Rxe8', 'Rxe8', 'Kg3', 'Re2', 'Bc3', 'Rxc2', 'd5', 'Rxc3+']",70
1313,B01,,friedoreo12,SuoknuutiMax,608,549,1/2-1/2,180,Game drawn by repetition,2025.09.03,"['e4', 'd5', 'Qf3', 'dxe4', 'Qxe4', 'Nf6', 'Qa4+', 'Qd7', 'Bb5', 'Nc6', 'd3', 'a6', 'Bxc6', 'Qxc6', 'Qxc6+', 'bxc6', 'Bg5', 'e5', 'Nc3', 'Be7', 'O-O-O', 'h6', 'Bxf6', 'Bxf6', 'Nf3', 'O-O', 'Rhe1', 'Re8', 'Ne4', 'Bg4', 'Nxf6+', 'gxf6', 'h3', 'Bh5', 'g4', 'Bg6', 'h4', 'h5', 'g5', 'fxg5', 'hxg5', 'Kg7', 'Rh1', 'Rh8', 'Rde1', 'Raf8', 'Nxe5', 'h4', 'Nxc6', 'h3', 'Rh2', 'f6', 'gxf6+', 'Rxf6', 'Reh1', 'Rxc6', 'Rxh3', 'Rxh3', 'Rxh3', 'Rf6', 'f3', 'Bf5', 'Rg3+', 'Kf7', 'a4', 'Bd7', 'b3', 'Bc6', 'Kd2', 'Rxf3', 'Rg5', 'Rf2+', 'Kc3', 'Kf6', 'Ra5', 'Bb7', 'Rc5', 'Ke6', 'Rxc7', 'Rf7', 'Rc4', 'Bd5', 'Rc8', 'Kd6', 'Rd8+', 'Kc6', 'Kd4', 'Rf2', 'Rxd5', 'Rxc2', 'Ra5', 'Kb6', 'Rd5', 'Rb2', 'Kc3', 'Re2', 'Rd8', 'Ka5', 'Ra8', 'Re7', 'd4', 'Rc7+', 'Kd3', 'Rc6', 'd5', 'Rd6', 'Kd4', 'Kb4', 'Rb8+', 'Ka3', 'b4', 'Kxa4', 'b5', 'axb5', 'Rc8', 'b4', 'Rc6', 'Rd7', 'Ke5', 'b3', 'd6', 'b2', 'Rb6', 'Ka3', 'Ke6', 'Rd8', 'd7', 'Ka2', 'Ke7', 'Rxd7+', 'Kxd7', 'b1=Q', 'Ra6+', 'Kb2', 'Rb6+', 'Kc2', 'Rc6+', 'Kb2', 'Rb6+', 'Kc2', 'Rc6+', 'Kb2', 'Rb6+']",143
1314,B10,,SuoknuutiMax,Poluidre,557,523,1-0,180,SuoknuutiMax won on time,2025.09.03,"['e4', 'c6', 'Nf3', 'd5', 'exd5', 'cxd5', 'Nc3', 'Nf6', 'd4', 'Nc6', 'Bb5', 'g6', 'O-O', 'Bg7', 'Re1', 'e6', 'Bf4', 'h6', 'a3', 'g5', 'Be5', 'O-O', 'Qe2', 'g4', 'Bxf6', 'Bxf6', 'Ne5', 'Qd6', 'Nxg4', 'Nxd4', 'Nxh6+', 'Kh8', 'Qh5', 'Kg7', 'Qg4+', 'Kh7', 'Qh5', 'Bg7', 'Nf5+', 'Bh6', 'Nxd6', 'f5', 'Nxc8', 'Raxc8', 'Rad1', 'Nxc2', 'Rxe6', 'f4', 'Qxh6+', 'Kg8', 'Qh5', 'Nd4', 'Rg6+', 'Kf7', 'Rc6+', 'Ke7', 'Rxc8', 'Rxc8', 'Rxd4']",59
1315,D23,,tkln12,SuoknuutiMax,576,549,1-0,180,tkln12 won by checkmate,2025.09.03,"['d4', 'd5', 'c4', 'dxc4', 'Nf3', 'Nf6', 'g3', 'Nc6', 'Bg2', 'Bg4', 'O-O', 'Bxf3', 'Bxf3', 'Qxd4', 'Qxd4', 'Nxd4', 'Be3', 'Nc2', 'Bxb7', 'Rb8', 'Bc6+', 'Nd7', 'Nc3', 'Nxa1', 'Rxa1', 'Rxb2', 'Rb1', 'Rxe2', 'Bxa7', 'Rc2', 'Rb8#']",31
1316,C42,,SuoknuutiMax,Ulysse_26,556,480,1-0,180,SuoknuutiMax won by resignation,2025.09.03,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'Bc5', 'Nc3', 'd6', 'Nf3', 'Ng4', 'd4', 'Bb4', 'Bd2', 'f5', 'exf5', 'Bxf5', 'a3', 'Bxc3', 'Bxc3', 'Qe7+', 'Be2', 'Nc6', 'O-O', 'O-O-O', 'Re1', 'g6', 'Ba6', 'bxa6', 'Rxe7', 'Nxe7', 'h3', 'Nh6', 'g4', 'Be4', 'Qe2', 'Bxf3', 'Qxf3', 'c5', 'dxc5', 'dxc5', 'Qa8+', 'Kc7', 'Qxa7+', 'Kc6', 'Qxe7', 'Rd7', 'Qe6+', 'Rd6', 'Qe4+', 'Rd5', 'Rd1', 'Rd8', 'Rxd5', 'Rxd5', 'Bd2', 'a5', 'Bxh6', 'c4', 'Qxc4+', 'Rc5', 'Qe4+']",61
1317,D00,,Aytida_Amrakawhsiv,SuoknuutiMax,558,564,0-1,180,SuoknuutiMax won on time,2025.09.03,"['e3', 'd5', 'd4', 'Nc6', 'f4', 'Nf6', 'g3', 'Ne4', 'Be2', 'h5', 'Nf3', 'Bg4', 'Nfd2', 'Bxe2', 'Qxe2', 'Nxd2', 'Bxd2', 'f6', 'O-O', 'e5', 'fxe5', 'fxe5', 'dxe5', 'Nxe5', 'Nc3', 'Qd6', 'e4', 'dxe4', 'Rfd1', 'Qb6+', 'Be3', 'Qxb2', 'Bd4', 'Bd6', 'Rab1', 'Qa3', 'Bxe5', 'Bxe5', 'Nb5', 'Qxa2', 'Qxe4', 'Qe6', 'Re1', 'Kd7', 'Qd3+', 'Kc6', 'Qf3+', 'Qd5', 'Nd4+', 'Bxd4+', 'Kg2', 'Qxf3+', 'Kxf3', 'Rhf8+', 'Ke4', 'Kc5', 'c3', 'Rae8+', 'Kd3', 'Rxe1', 'Rxe1', 'Bf2', 'Re4', 'Rf3+', 'Ke2', 'Kd5', 'Rd4+', 'Bxd4', 'Kxf3', 'Bxc3']",70
1318,B01,,husangill1,SuoknuutiMax,670,558,1-0,180,husangill1 won by checkmate,2025.09.03,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nc6', 'Bb5', 'Bd7', 'd3', 'a6', 'Ba4', 'b5', 'Bb3', 'Nf6', 'Bg5', 'e5', 'Bxf6', 'Qxf6', 'Bd5', 'O-O-O', 'O-O', 'Rg8', 'Bxc6', 'Bxc6', 'Qd2', 'Bxf3', 'gxf3', 'Qg6+', 'Kh1', 'h5', 'Rg1', 'Qf6', 'Qe3', 'g5', 'Rg2', 'Bh6', 'Qa7', 'g4', 'fxg4', 'Rxg4', 'Rxg4', 'hxg4', 'Qa8+', 'Kd7', 'Qd5+', 'Ke7', 'Qc5+', 'Ke6', 'Qc6+', 'Ke7', 'Qxf6+', 'Kxf6', 'Rf1', 'Kf5', 'f3', 'Bf4', 'fxg4+', 'Kg5', 'Ne4+', 'Kxg4', 'Nf2+', 'Kh4', 'Kg2', 'Be3', 'h3', 'Rg8+', 'Kf3', 'Bf4', 'Ng4', 'Kxh3', 'Rh1+', 'Bh2', 'Rxh2#']",75
1319,B07,,SuoknuutiMax,jorgeoliv,567,573,1-0,180,SuoknuutiMax won by resignation,2025.09.03,"['e4', 'd6', 'Nf3', 'e6', 'Nc3', 'Nf6', 'd4', 'Be7', 'Bd3', 'O-O', 'Be3', 'Nc6', 'h3', 'Bd7', 'a3', 'g6', 'O-O', 'a6', 'Qe2', 'b5', 'Rad1', 'd5', 'Rfe1', 'dxe4', 'Nxe4', 'Nxe4', 'Bxe4', 'Nb8', 'Bxa8', 'Nc6', 'Bxc6', 'Bxc6', 'Ne5', 'Bxg2', 'Kxg2', 'Qa8+', 'Qf3', 'Qxf3+', 'Kxf3', 'Bh4', 'Bh6', 'Re8', 'Kg4', 'Bf6', 'f4', 'Rb8', 'Rf1', 'Bxe5', 'dxe5', 'f5+', 'Kg5', 'Kf7', 'Rd7+', 'Ke8', 'Rxh7', 'Kd8', 'Rg7', 'Kc8', 'Rxg6', 'Kb7', 'Rxe6', 'Rd8', 'Kxf5', 'Rf8+', 'Kg5', 'Rg8+', 'Rg6', 'Rxg6+', 'Kxg6', 'c5', 'f5', 'Kc8', 'f6', 'Kd7', 'f7', 'Ke7', 'f8=Q+', 'Ke6', 'Qxc5', 'a5', 'Qxb5', 'Ke7', 'Qxa5', 'Kd7', 'Qa6', 'Ke8', 'Bc1', 'Ke7', 'Kh5', 'Ke8', 'Rg1', 'Ke7', 'Rg6', 'Kf7', 'Rb6', 'Ke7', 'Rb7+']",97
1320,C42,,SuoknuutiMax,DrOwl2De,573,464,1-0,180,SuoknuutiMax won by checkmate,2025.09.03,"['e4', 'e5', 'Nf3', 'Nf6', 'Nxe5', 'Nxe4', 'Qe2', 'd5', 'Nf3', 'Bc5', 'd3', 'Bxf2+', 'Kd1', 'Bc5', 'dxe4', 'dxe4+', 'Qd2', 'exf3', 'Qxd8+', 'Kxd8', 'gxf3', 'c6', 'Nc3', 'b5', 'a4', 'b4', 'Ne4', 'Be7', 'b3', 'Ke8', 'Bb2', 'Kf8', 'a5', 'a6', 'c4', 'h6', 'Kc2', 'c5', 'Bd3', 'Kg8', 'Rhe1', 'Kh7', 'Ng3+', 'Kg8', 'Rxe7', 'g6', 'Bxh8', 'Kxh8', 'Rxf7', 'Kg8', 'Bxg6', 'Be6', 'Re7', 'Bd7', 'Bf7+', 'Kf8', 'Rae1', 'Kg7', 'Bd5+', 'Kg6', 'Bxa8', 'Bf5+', 'Nxf5', 'Kxf5', 'R7e6', 'Nd7', 'Rxa6', 'Ne5', 'Rxh6', 'Nxf3', 'Bxf3', 'Kf4', 'Rc6', 'Kxf3', 'Rxc5', 'Kf2', 'Re8', 'Kg2', 'Rb5', 'Kxh2', 'Rxb4', 'Kg3', 'Rf8', 'Kg4', 'Rb7', 'Kg5', 'Re7', 'Kg6', 'Rf2', 'Kg5', 'Rg7+', 'Kh6', 'Rg1', 'Kh7', 'c5', 'Kh8', 'c6', 'Kh7', 'c7', 'Kh8', 'c8=Q+', 'Kh7', 'Qd7+', 'Kh6', 'Qd6+', 'Kh5', 'Qd5+', 'Kh4', 'Qd4+', 'Kh5', 'Rf5+', 'Kh6', 'Qd6+', 'Kh7', 'Rf7+', 'Kh8', 'Qh6#']",117
1321,D00,,omriraviv,SuoknuutiMax,645,566,1-0,180,omriraviv won by resignation,2025.09.03,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bd3', 'Ne4', 'Bxe4', 'dxe4', 'Ne2', 'h6', 'Nd2', 'a6', 'Nxe4', 'f5', 'N4c3', 'Be6', 'O-O', 'g5', 'Bg3', 'f4', 'exf4', 'gxf4', 'Nxf4', 'h5', 'Nxe6', 'Qxd4', 'Qxd4', 'Nxd4', 'Nxd4', 'Bg7', 'Nf5', 'Bxc3', 'bxc3', 'Rh6', 'Rae1', 'Rd6', 'Nxd6+', 'Kd7', 'Nc4', 'Rh8', 'f4', 'Rg8', 'f5', 'Rxg3', 'hxg3', 'e5', 'f6', 'e4', 'f7', 'e3', 'Rxe3', 'Kc6', 'f8=Q', 'Kb5']",56
1322,B01,,leokin100,SuoknuutiMax,599,558,1-0,180,leokin100 won by checkmate,2025.09.03,"['e4', 'd5', 'exd5', 'Qxd5', 'Nf3', 'Qe6+', 'Be2', 'Nc6', 'b3', 'Nf6', 'c4', 'Bd7', 'Nc3', 'O-O-O', 'Kf1', 'Ne4', 'g3', 'Nxc3', 'dxc3', 'Nb4', 'cxb4', 'Qe5', 'Nxe5', 'Bg4', 'Qc2', 'Rd1+', 'Bxd1', 'Bxd1', 'Qxd1', 'Kb8', 'Nxf7', 'Ka8', 'Qd8#']",33
1323,C60,,SuoknuutiMax,thibautcengo,566,531,1-0,180,SuoknuutiMax won on time,2025.09.03,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'Qf6', 'O-O', 'a6', 'Ba4', 'b5', 'Bb3', 'd6', 'a4', 'bxa4', 'Rxa4', 'Bd7', 'Bd5', 'Nh6', 'h3', 'g5', 'Re1', 'g4', 'hxg4', 'Nxg4', 'Kf1', 'Qh6', 'Bxc6', 'Bxc6', 'Nxe5', 'Qh1+', 'Ke2', 'Bb5+', 'c4', 'Qh5', 'cxb5', 'Nxe5+', 'Kf1', 'Qh1+', 'Ke2', 'Qxg2', 'Rxa6', 'Rxa6', 'bxa6', 'Be7', 'a7', 'O-O', 'Qa4', 'Ra8', 'd4', 'Ng4', 'Be3', 'Bh4', 'Rf1', 'Nh2', 'd5', 'Nxf1', 'Qb4', 'Nxe3', 'Qb8+', 'Rxb8', 'axb8=Q+', 'Kg7', 'Qxc7', 'Qxf2+', 'Kd3', 'Qc2+', 'Qxc2', 'Nxc2', 'Kxc2', 'Bg5', 'Nd2', 'h5', 'Nf3', 'h4', 'Nxg5', 'h3', 'Nxf7', 'h2', 'Nxd6', 'h1=Q', 'Kd2', 'Qh2+', 'Kd3']",83
1324,D00,,steven777Up,SuoknuutiMax,544,574,0-1,180,SuoknuutiMax won by checkmate,2025.09.03,"['d4', 'd5', 'Nc3', 'Nf6', 'Nf3', 'Nc6', 'e4', 'dxe4', 'Nxe4', 'Nxe4', 'd5', 'Nb8', 'Ne5', 'f6', 'f4', 'fxe5', 'fxe5', 'c6', 'dxc6', 'Qxd1+', 'Kxd1', 'Nxc6', 'Bf4', 'Nf2+', 'Ke2', 'Nxh1', 'e6', 'Bxe6', 'g3', 'g6', 'Bh3', 'Bxh3', 'Bh6', 'Bg7', 'Bxg7', 'Rg8', 'Bc3', 'Rd8', 'Rxh1', 'Bg4+', 'Ke3', 'Rf8', 'h3', 'Be6', 'Bg7', 'Bxa2', 'Bxf8', 'Kxf8', 'Rf1+', 'Kg7', 'Ra1', 'Be6', 'Ra4', 'Bxh3', 'Rh4', 'Bf5', 'Kf4', 'Bxc2', 'g4', 'Rd4+', 'Kg3', 'Bf5', 'gxf5', 'Rxh4', 'Kxh4', 'gxf5', 'Kg5', 'a5', 'Kxf5', 'a4', 'Ke4', 'b5', 'Kd3', 'b4', 'Kc2', 'a3', 'bxa3', 'bxa3', 'Kb1', 'h5', 'Ka2', 'h4', 'Kxa3', 'h3', 'Kb3', 'h2', 'Kc4', 'h1=Q', 'Kc5', 'e5', 'Kd6', 'e4', 'Kxc6', 'e3+', 'Kc5', 'e2', 'Kd4', 'e1=N', 'Ke3', 'Kf6', 'Ke2', 'Qh6', 'Kxe1', 'Kf5', 'Kf2', 'Qf6', 'Kf3', 'Ke5+', 'Ke3', 'Qe6', 'Kf3', 'Kf5', 'Kg3', 'Kf6', 'Kf3', 'Kf5', 'Kg3', 'Qe4', 'Kf2', 'Kf4', 'Kf1', 'Kf3', 'Kg1', 'Qe2', 'Kh1', 'Qg2#']",126
1325,C62,,SuoknuutiMax,lSonner,566,572,0-1,180,lSonner won - game abandoned,2025.09.03,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'd6', 'Nc3', 'Bd7', 'O-O', 'Nd4', 'Nxd4', 'exd4', 'Nd5', 'Bxb5', 'd3', 'Nf6', 'Nxf6+', 'Qxf6']",18
1326,C41,,SuoknuutiMax,Bakyt_88,559,602,0-1,180,Bakyt_88 won by resignation,2025.09.04,"['e4', 'e5', 'Nf3', 'd6', 'Nc3', 'f5', 'exf5', 'Bxf5', 'Qe2', 'Nc6', 'Qb5', 'Bc8', 'Nd5', 'a6', 'Qc4', 'Be6', 'Bd3', 'Qd7', 'O-O', 'O-O-O', 'Qh4', 'Kb8', 'Bc4', 'Be7', 'Qh5', 'g6', 'Nf6', 'Nxf6', 'Bxe6', 'Qxe6', 'Qh6', 'Bf8', 'Qg5', 'Be7', 'Qh6', 'Bf8', 'Qg5', 'Ne4', 'Qg4', 'Qxg4']",40
1327,B01,,ROHAM_NOROZI,SuoknuutiMax,528,566,0-1,180,SuoknuutiMax won on time,2025.09.04,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qd8', 'Nf3', 'Nc6', 'd4', 'Nf6', 'Bf4', 'Bg4', 'h3', 'Bxf3', 'Qxf3', 'Nxd4', 'Bb5+', 'c6', 'Qd3', 'cxb5', 'Nxb5', 'Nxb5', 'Qxb5+', 'Nd7', 'Rd1', 'b6', 'O-O', 'e5', 'Bxe5', 'f6', 'Bxf6', 'gxf6', 'Rfe1+', 'Be7', 'g4', 'O-O', 'f4', 'Qc7', 'Rxd7', 'Qc5+', 'Qxc5', 'bxc5', 'Rdxe7', 'Rab8', 'b3', 'a6', 'g5', 'fxg5', 'fxg5', 'Rf5', 'Re8+', 'Rxe8', 'Rxe8+', 'Kf7', 'Rh8', 'Rxg5+', 'Kh2', 'h5', 'Rh7+', 'Kg6', 'h4', 'Rd5', 'Ra7', 'Rd2+', 'Kh3', 'Rxc2', 'Rxa6+', 'Kf5', 'Ra5', 'Rc3+', 'Kg2', 'Kg4', 'Kf2', 'Kxh4', 'a4', 'Rxb3', 'Rxc5', 'Rb4', 'a5', 'Kg4', 'a6', 'Ra4', 'Rc6', 'h4', 'Kg2', 'h3+', 'Kh2', 'Ra2+', 'Kh1', 'Kg3', 'Rg6+', 'Kh4', 'Rh6+', 'Kg3', 'Rg6+', 'Kf3', 'Rf6+', 'Ke4', 'Re6+', 'Kd5', 'Rh6', 'Ra3', 'Rh5+', 'Kc6', 'Rh6+', 'Kb5', 'a7', 'Rxa7', 'Rxh3', 'Ra1+', 'Kh2', 'Ra2+', 'Kg3', 'Ra3+', 'Kh4', 'Ra4+', 'Kg3', 'Ra8', 'Rh5+', 'Kb4', 'Rh4+', 'Kc3', 'Rh3', 'Kd3', 'Kg4+', 'Ke4', 'Kh4', 'Ke5', 'Re3+', 'Kd4', 'Re4+', 'Kxe4', 'Kg5', 'Rf8', 'Kg6', 'Ke5', 'Kg7', 'Rf6', 'Kh7', 'Ke6']",140
1328,B01,,SuoknuutiMax,Fedyor,574,539,1-0,180,SuoknuutiMax won by resignation,2025.09.04,"['e4', 'd5', 'exd5', 'Qxd5', 'Nc3', 'Qe6+', 'Be2', 'b6', 'Nf3', 'Bb7', 'O-O', 'g5', 'Re1', 'Qg6', 'Bb5+', 'c6', 'Ba4', 'b5', 'Bb3', 'f6', 'a4', 'bxa4', 'Rxa4', 'e6', 'Rxe6+', 'Ne7', 'Qe1', 'Bc8', 'Re2', 'Bg7', 'd3', 'Qf7', 'Bxf7+']",33
1329,D00,,neeralds,SuoknuutiMax,605,567,1-0,180,neeralds won by checkmate,2025.09.04,"['d4', 'd5', 'Bf4', 'Nc6', 'e3', 'Nf6', 'Bb5', 'Bd7', 'Nf3', 'a6', 'Bxc6', 'Bxc6', 'Nc3', 'h6', 'h3', 'Ne4', 'O-O', 'Nxc3', 'bxc3', 'g5', 'Be5', 'f6', 'Bg3', 'h5', 'Qd3', 'h4', 'Qg6+', 'Kd7', 'Qf5+', 'Ke8', 'Bh2', 'Qd7', 'Qg6+', 'Kd8', 'Rab1', 'Rh6', 'Qf7', 'Qe8', 'Qe6', 'Bd7', 'Qxd5', 'c6', 'Qa5+', 'Kc8', 'Qc7#']",45
1330,C00,,SuoknuutiMax,Moor360,559,576,0-1,180,Moor360 won by checkmate,2025.09.04,"['e4', 'e6', 'Nf3', 'd6', 'Nc3', 'Nd7', 'd4', 'Ne7', 'e5', 'Ng6', 'exd6', 'Nb6', 'dxc7', 'Qxc7', 'Ne5', 'Nxe5', 'dxe5', 'Be7', 'Qe2', 'O-O', 'Nb5', 'Qc6', 'Be3', 'a6', 'Bxb6', 'axb5', 'Bd4', 'Bc5', 'O-O-O', 'Bxd4', 'Rxd4', 'b6', 'Qxb5', 'Qb7', 'Rc4', 'Bd7', 'Qb3', 'b5', 'Rg4', 'f5', 'Rb4', 'Rad8', 'Bxb5', 'Bxb5', 'Rxb5', 'Qd7', 'Qd3', 'Qa7', 'Qe3', 'Qa4', 'Rb3', 'Qxa2', 'Qe1', 'Qa1#']",54
1331,C68,,SuoknuutiMax,Ghadiic,567,542,1-0,180,SuoknuutiMax won - game abandoned,2025.09.04,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'a6', 'Bxc6', 'dxc6', 'Nxe5', 'Bc5', 'Qf3', 'Nf6', 'd3', 'O-O', 'Bg5', 'Be7', 'O-O', 'h6', 'Bh4', 'Nd7', 'Nxd7', 'Bxd7', 'Bxe7', 'Qxe7', 'Nc3', 'b5', 'Ne2', 'Qe5', 'Nf4', 'Qxb2', 'Nh5', 'c5', 'Qg3', 'g6', 'Nf6+', 'Kg7', 'Nxd7']",37
1332,B01,,ProNoLo,SuoknuutiMax,561,559,1-0,180,ProNoLo won by resignation,2025.09.04,"['e4', 'd5', 'Nc3', 'd4', 'Nce2', 'Nc6', 'c3', 'Nf6', 'cxd4', 'Nxd4', 'Nxd4', 'Qxd4', 'd3', 'Ng4', 'Qxg4', 'Bxg4', 'f3', 'Bh5', 'Ne2', 'Qd8', 'Nc3', 'a6', 'Be2', 'g6', 'O-O', 'Bg7', 'Bg5', 'Bxc3', 'bxc3', 'O-O', 'd4', 'f6', 'Bh4', 'g5', 'Bg3', 'Kh8', 'e5', 'Rg8', 'exf6', 'exf6', 'Bc4', 'Rg7', 'Rfe1', 'c6', 'Rab1', 'Qf8', 'Rxb7', 'Rb8', 'Rxb8', 'Qxb8', 'Bxb8']",51
1333,C40,,SuoknuutiMax,MrLevenStandss,550,546,0-1,180,MrLevenStandss won by checkmate,2025.09.04,"['e4', 'e5', 'Nf3', 'Qf6', 'Nc3', 'Bc5', 'Bc4', 'd6', 'O-O', 'Qg6', 'd3', 'Bh3', 'Nh4', 'Qf6', 'gxh3', 'Qxh4', 'Qe2', 'Qxh3', 'Be3', 'Nf6', 'Bxc5', 'Ng4', 'Be3', 'Qxh2#']",24
1334,A00,,VV-KAT,SuoknuutiMax,547,560,0-1,180,SuoknuutiMax won - game abandoned,2025.09.04,"['e3', 'd5', 'Bd3', 'Nc6', 'Qf3', 'Nf6', 'c4', 'dxc4', 'Bxc4', 'Qd6', 'g4', 'Be6', 'g5', 'Bxc4', 'g6', 'hxg6', 'Nh3', 'Bd5']",18
1335,C60,,SuoknuutiMax,dahom-abdullah,553,590,0-1,180,dahom-abdullah won by resignation,2025.09.04,"['e4', 'e5', 'Nf3', 'Nc6', 'Bb5', 'f6', 'O-O', 'a6', 'Ba4', 'Nd4', 'Nxd4', 'exd4', 'Bb3', 'd5', 'Re1', 'dxe4', 'Rxe4+', 'Be7', 'Qh5+', 'g6', 'Qa5', 'b6', 'Qa4+', 'b5', 'Qa5', 'Bf5', 'Re1', 'd3', 'Bxg8', 'Rxg8', 'cxd3', 'Bxd3', 'Nc3', 'b4', 'Qa4+', 'Bb5', 'Nxb5', 'axb5', 'Qb3', 'Rf8', 'd3', 'Ra4', 'Bh6', 'Rf7', 'Re2', 'f5', 'Rae1', 'c5', 'Qe6', 'Ra7', 'Qc6+', 'Qd7', 'Qxb5', 'Qxb5', 'Rxe7+', 'Rfxe7', 'Rxe7+', 'Kxe7']",58
1336,D02,,BISUMPl,SuoknuutiMax,537,544,1-0,180,BISUMPl won by resignation,2025.09.04,"['d4', 'd5', 'Bf4', 'Nc6', 'Nf3', 'Nf6', 'e3', 'Bg4', 'Nbd2', 'Ne4', 'c3', 'g6', 'Bd3', 'Bg7', 'Nxe4', 'dxe4', 'Bxe4', 'Bxf3', 'Bxf3', 'Qd7', 'O-O', 'O-O-O', 'Re1', 'Rhg8', 'b4', 'e5', 'dxe5', 'Nxe5', 'Bxe5', 'Bxe5', 'a4', 'Rdf8', 'Qxd7+', 'Kxd7', 'Red1+', 'Ke6', 'Bxb7', 'Bxc3', 'b5', 'f5', 'Rac1', 'Ba5', 'Bd5+']",43
